,key_value,label,ontology_mapping
749,"{'analyte type': 'RNA', 'biospecimen repository': 'NHLBI_MZ_Asthma', 'biospecimen repository sample id': 'KN4905_WTS', 'body site': 'Blood', 'gap_accession': 'phs000886', 'gap_consent_code': '1', 'gap_consent_short_name': 'GRU', 'gap_sample_id': '1479935', 'gap_subject_id': '1148190', 'histological type': 'Peripheral Blood Mononuclear Cells', 'is tumor': 'No', 'molecular data type': 'RNA Seq (NGS)', 'sex': 'male', 'study design': 'Case-Control', 'study disease': 'Asthma', 'study name': 'An Omics View of Asthma through Monozygotic Twins', 'subject is affected': 'Yes', 'submitted sample id': 'KN4905_WTS', 'submitted subject id': 'KN4905', 'submitter handle': 'NHLBI_MZ_Asthma'}",primary_cells,"['UBERON:0003101', 'CL:0000738', 'CL:0000842', 'CL:2000001', 'UBERON:0000178', 'CL:0000081', 'CL:0000988']"
750,"{'cell line': 'HEK293', 'rna fraction': 'nuclear RNA', 'source_name': 'Human Embryonic Kidney_soluble_nuclear_extract (sne)'}",cell_line,"['CVCL:0045', 'EFO:0000322', 'UBERON:0002113', 'EFO:0001182', 'CL:0000010']"
751,"{'cell line': 'vorinostat-resistant HCT116', 'source_name': 'colorectal carcinoma cell line', 'timepoint': '4hr', 'treatment': 'mock DMSO'}",cell_line,"['UBERON:0003101', 'EFO:0006858', 'EFO:0000408', 'UBERON:0001155', 'EFO:0000322', 'EFO:0000616', 'EFO:0000727', 'EFO:0000311', 'EFO:0000313', 'DOID:4', 'UBERON:0007023', 'DOID:305', 'EFO:0002824', 'DOID:14566', 'CVCL:0291', 'CL:0000010', 'EFO:0001272']"
752,"{'BioSampleModel': 'Human', 'DIS3L': 'WT', 'RNA_analyzed_in_RACE_seq': 'vault', 'age': 'not applicable', 'biomaterial_provider': 'Laboratory of RNA Biology and Functional Genomics PAS, Warsaw, Pawinskiego 5A, 01-106 Poland', 'cell_line': 'HEK293', 'isolate': 'not applicable', 'sex': 'not applicable', 'tissue': 'Human Embryonic Kidney'}",cell_line,"['CVCL:0045', 'EFO:0000322', 'UBERON:0002113', 'EFO:0001182', 'CL:0000010']"
753,"{'cell cycle phase': 'G1 (1c)', 'cell line': 'h-pES10', 'cell type': 'Haploid NCAM1+ pES10-NPCs', 'differentiation status': 'Differentiated', 'passage': '21', 'source_name': 'Haploid NCAM1+ pES10-NPCs in G1 (1c)'}",in_vitro_differentiated_cells,"['EFO:0000322', 'CVCL:AX68', 'CL:0000010']"
754,"{'age': '49', 'bmi': '42.4', 'source_name': 'Liver tissue of obese patient', 'tissue': 'Liver'}",tissue,"['EFO:0001073', 'UBERON:0002107']"
755,"{'cell line': 'HeLa F-17', 'cell treatment': 'siRNA knockdown by nucleofection + 48hours growth', 'ectopic expression construct': 'murine FLAG-Bmi1 overexpression', 'source_name': 'SCR knockdown'}",cell_line,"['EFO:0001185', 'UBERON:0003100', 'EFO:0000228', 'CVCL:0030', 'DOID:299', 'EFO:0000727', 'DOID:4', 'EFO:0000408', 'EFO:0003150', 'UBERON:0000002', 'EFO:0000322', 'CL:0000010']"
756,"{'differential stage': 'day 10', 'knockdown': 'wild type', 'source_name': 'embryonic stem cells', 'strain': 'H9'}",in_vitro_differentiated_cells,"['CL:0002322', 'CL:0000034']"
757,"{'RNAi': 'nELAVL', 'cell line': 'IMR-32', 'cell type': 'neuroblastoma cells', 'sample group': 'non-stressed', 'source_name': 'RNAseq_IMR-32_nELAVL_noUV', 'treated with': 'nELAVL RNAi for 96hrs'}",cell_line,"['EFO:0000621', 'UBERON:0000955', 'UBERON:0003101', 'EFO:0003156', 'EFO:0001195', 'DOID:769', 'CVCL:0346', 'EFO:0000311', 'EFO:0007392', 'DOID:4', 'CL:0000031', 'EFO:0000408', 'DOID:14566', 'EFO:0000616', 'CL:0000010', 'EFO:0000322']"
758,"{'agent': 'SCH772984', 'cell line': 'melanoma cell line A375P', 'source_name': 'A375p cells'}",cell_line,"['DOID:1909', 'EFO:0003156', 'UBERON:0003100', 'DOID:14566', 'EFO:0000616', 'EFO:0000311', 'DOID:4', 'EFO:0000756', 'EFO:0000408', 'UBERON:0000014', 'CVCL:6233', 'EFO:0000962', 'EFO:0000322', 'CL:0000010']"
759,"{'source_name': 'placenta', 'tissue': 'placental villus parenchyma'}",tissue,"['UBERON:0000353', 'UBERON:0007106', 'UBERON:0001987', 'EFO:0000795']"
760,"{'cell type': 'luminal epithelial cells', 'patient age': '74', 'patient number': 'HPCa177N', 'source_name': 'Freshly purified human benign prostatic luminal cells', 'tissue': 'Prostate'}",primary_cells,"['CL:0000066', 'UBERON:0002367']"
761,"{'BioSampleModel': 'Human', 'age': 'not collected', 'biomaterial_provider': 'not collected', 'cell_line': 'SH-SY5Y', 'isolate': 'SH-SY5Y', 'label': 'contorl_1', 'sex': 'not collected', 'tissue': 'not collected'}",cell_line,"['EFO:0000621', 'UBERON:0003100', 'DOID:769', 'UBERON:0002371', 'DOID:4', 'EFO:0000408', 'CVCL:0019', 'EFO:0002717', 'EFO:0000322', 'CL:0000010']"
762,"{'cell line': 'CRL2097', 'cell type': 'large live', 'source_name': 'Primary foreskin fibroblast cells'}",cell_line,"['EFO:0000322', 'UBERON:0001332', 'CL:1001608', 'CL:0000010', 'CL:0000057']"
763,"{'cell type': 'induced pluripotent stem cells', 'genotype/variation': 'PAPD5 KD', 'source_name': 'induced pluripotent stem cells'}",induced_pluripotent_stem_cells,"['EFO:0004905', 'CL:0002371', 'CL:0000723', 'CL:0000034', 'CL:0002248']"
764,"{'cell type': 'TMNP', 'donor id': 'LH068', 'source_name': 'Donor LH068 TMNP cells'}",primary_cells,[]
765,"{'culture condition': '3 day in vitro culture for Th0, treatment (IL27)', 'genotype': 'STAT1 GOF patient 2', 'lab data id': '797', 'source_name': 'human primary CD4+ T cells'}",primary_cells,"['CL:0000738', 'CL:0000895', 'EFO:0000727', 'CL:0000084', 'CL:0000624', 'CL:0000542', 'CL:0000988']"
766,"{'AML status': 'cd34n', 'cell type': 'CD34-CD244+CD117+', 'disease': 'AML', 'individual': '#230', 'leukaemic stem cells': 'positive', 'organism': 'Homo sapiens', 'phenotype': 'CD34-CD244+CD117+'}",primary_cells,"['DOID:4', 'CL:0000034', 'EFO:0000408', 'EFO:0000222']"
767,"{'cell line': 'Hermes 3A', 'cell type': 'melanocyte', 'knockdown': 'shBRG1', 'source_name': 'Hermes 3A'}",cell_line,"['CL:0000148', 'EFO:0000322', 'CL:0000010']"
768,"{'cell line': 'HCT116', 'clone': 'Control Clone 4', 'source_name': 'Human colorectal cancer cell-line HCT116', 'time point': 'RNA extracted on day A'}",cell_line,"['UBERON:0003101', 'EFO:0001639', 'EFO:0000408', 'UBERON:0001155', 'EFO:0000322', 'EFO:0000311', 'EFO:0000616', 'DOID:9256', 'EFO:0005842', 'EFO:0000313', 'DOID:4', 'EFO:0007330', 'UBERON:0007023', 'DOID:305', 'EFO:0002824', 'DOID:162', 'DOID:14566', 'CVCL:0291', 'CL:0000010', 'EFO:0001272']"
769,"{'cell line': 'LNCaP', 'cell type': 'prostate cancer cells', 'passages': '32-34', 'source_name': 'LNCaP-SiControl'}",cell_line,"['CVCL:0395', 'EFO:0000616', 'EFO:0000311', 'DOID:10283', 'EFO:0007355', 'EFO:0002071', 'EFO:0000512', 'DOID:162', 'DOID:14566', 'EFO:0000322', 'CL:0000010', 'EFO:0000408']"
770,"{'cell line': 'H7 derived', 'source_name': 'differentiated from H7 hESCs'}",in_vitro_differentiated_cells,"['CVCL:HA52', 'EFO:0000322', 'CVCL:9772', 'CL:0000010', 'EFO:0005904']"
771,"{'genotype': 'histone H3.3 K36M mutant', 'source_name': 'patient tumor sample', 'tumor type': 'chondroblastoma'}",tissue,"['DOID:2649', 'EFO:0000331', 'EFO:0000311', 'EFO:0000408', 'DOID:14566', 'EFO:0000616']"
772,"{'cell type': 'PBMC', 'disease state': 'Lyme disease', 'individual': 'patient 01-20', 'source_name': 'PBMCs', 'time': 'acute Lyme pre-treatment (V1)'}",primary_cells,"['DOID:4', 'EFO:0000701', 'EFO:0000727', 'DOID:11729', 'EFO:0005741', 'EFO:0000408']"
773,"{'library type': 'Ovation RNASeq System V2', 'passage number': 'Passage 31', 'source_name': 'Primed SSEA4+ UCLA1 hESCs'}",stem_cells,"['CL:0002322', 'CL:0000034', 'CL:0000010']"
774,"{'donor': 'Human (donor A)', 'source_name': 'Tissue', 'tissue type': 'Prostate'}",tissue,['UBERON:0002367']
775,"{'cell line': 'HCT116', 'source_name': 'HCT116 p21-/- cells'}",cell_line,"['UBERON:0003101', 'EFO:0000408', 'UBERON:0001155', 'EFO:0000322', 'EFO:0000313', 'DOID:4', 'UBERON:0007023', 'DOID:305', 'EFO:0002824', 'CVCL:0291', 'CL:0000010', 'EFO:0001272']"
776,"{'BioSampleModel': 'Human', 'age': '1', 'biomaterial_provider': 'Karolinska Institutet', 'cell_line': 'THP-1', 'cell_type': 'monocyte', 'disease': 'acute monocytic leukemia', 'isolate': 'monoisolate', 'sample_type': 'cell culture', 'sex': 'male', 'time_h': '12', 'tissue': 'peripheral blood', 'treatment': 'Control'}",cell_line,"['DOID:8864', 'CL:0000738', 'EFO:0001253', 'CL:0000576', 'UBERON:0003101', 'EFO:0000322', 'EFO:0000221', 'UBERON:0000178', 'CL:0000010', 'CL:0000766', 'EFO:0000616', 'EFO:0001355', 'EFO:0001642', 'DOID:4', 'EFO:0000408', 'EFO:0000565', 'EFO:0000540', 'CL:0000988', 'CL:0000842', 'EFO:0000311', 'CVCL:0006', 'DOID:14566']"
777,"{'BioSampleModel': 'Human', 'Paired frozen tumor': 'M980', 'RNA quality group': '2', 'RNA_seq_ID': 'S962', 'age': '85', 'biomaterial_provider': 'French Sarcoma Group', 'cell_type': 'Sarcoma', 'disease': 'Undifferentiated pleomorphic sarcoma', 'isolate': 'Monoisolate', 'sample_type': 'FFPE block extraction', 'sex': 'male', 'tissue': 'Lower limb'}",tissue,"['UBERON:0003101', 'EFO:0000691', 'DOID:1115', 'EFO:0000616', 'EFO:0000311', 'DOID:4', 'EFO:0000408', 'UBERON:0002101', 'UBERON:0002103', 'DOID:14566']"
778,"{'age': 'adult', 'cell line': 'primary tissue', 'cell type': '80% hepatocyte', 'disease': 'healthy', 'isolate': 'not applicable', 'organism': 'human', 'organism part': 'liver', 'sex': 'male'}",tissue,"['UBERON:0003101', 'EFO:0000322', 'UBERON:0007023', 'CL:0000010', 'UBERON:0002107', 'CL:0000182', 'EFO:0001272']"
779,"{'source_name': 'Heart (Left Ventricle)', 'tissue': 'Heart'}",tissue,"['UBERON:0002082', 'UBERON:0002084', 'UBERON:0000948']"
780,"{'cell line': 'SUM159R', 'drug treatment': 'JQ1', 'duration': '3h', 'source_name': 'SUM159R'}",cell_line,"['EFO:0000322', 'EFO:0000727', 'CL:0000010']"
781,"{'disease': 'treated Kawasaki Disease', 'source_name': 'coronary artery', 'tissue': 'coronary artery'}",tissue,"['DOID:4', 'UBERON:0001637', 'UBERON:0001621', 'EFO:0000408', 'EFO:0004246']"
782,"{'cell type': 'A549 cells', 'source_name': 'Lung adenocarcinoma cells', 'treatment': 'Transient overexpression (20 nM)'}",cell_line,"['EFO:0006858', 'EFO:0000727', 'EFO:0001071', 'EFO:0000571', 'CVCL:0023', 'UBERON:0003101', 'EFO:0000684', 'EFO:0000228', 'DOID:299', 'UBERON:0002048', 'DOID:305', 'EFO:0003060', 'CL:0000010', 'EFO:0000616', 'DOID:4', 'EFO:0000408', 'EFO:0001086', 'EFO:0000311', 'EFO:0000313', 'EFO:0003818', 'EFO:0003156', 'DOID:3910', 'DOID:14566']"
783,"{'cell type': 'established lung cancer cell line', 'growth condition': 'mitogen-rich media (MRM)', 'growth time': '48hr', 'original cell line': 'H2087', 'source_name': 'H2087, parental, MRM, 48hr'}",cell_line,"['EFO:0003156', 'UBERON:0003101', 'EFO:0000684', 'EFO:0000228', 'EFO:0000408', 'EFO:0002277', 'UBERON:0000029', 'DOID:299', 'EFO:0000311', 'EFO:0003818', 'DOID:4', 'EFO:0000322', 'UBERON:0002048', 'DOID:162', 'DOID:1324', 'EFO:0002934', 'DOID:14566', 'EFO:0000616', 'CL:0000010', 'CVCL:1524']"
784,"{'cell type': 'HCC', 'rna source': 'cell line', 'source_name': 'cell line'}",stem_cells,"['EFO:0006858', 'EFO:0003769', 'EFO:0001421', 'EFO:0000182', 'EFO:0000311', 'EFO:0000313', 'DOID:684', 'EFO:0000408', 'DOID:14566', 'EFO:0000616', 'CL:0000010', 'EFO:0000322']"
785,"{'cell line': 'BJ Fibroblasts', 'genotype': 'WT', 'sorting': 'Tra-160 negative', 'source_name': 'BJ Fibroblasts', 'treatment': 'BJ Fibroblasts 16 days post induced OSKM viral Expression and treated with non-targeting siRNA.'}",cell_line,"['EFO:0000322', 'EFO:0000727', 'CL:0000057', 'CL:0000010']"
786,"{'source_name': 'Leiomyosarcoma', 'subtypes': 'II', 'tissue': 'Soft Tissue', 'tissue archive method': 'FFPE'}",tissue,"['EFO:0002970', 'EFO:0007384', 'DOID:1967', 'EFO:0000616', 'EFO:0000311', 'EFO:0000408', 'EFO:0000564', 'DOID:14566']"
787,"{'cell type': 'Human embryonic kidney', 'expression of rbfox1 and hnrnp m': 'do not express hnRNP M and Rbfox1', 'source_name': 'Flp-In T-REx 293, Rbfox2 knockout cells (clone 7)'}",cell_line,"['CL:0000010', 'CVCL:M624']"
788,"{'cell line': 'MIHA', 'source_name': 'Liver', 'transfection': 'empty vector control'}",cell_line,"['EFO:0000726', 'EFO:0000322', 'CL:0000010', 'UBERON:0002107']"
789,"{'analyte type': 'RNA', 'biospecimen repository': 'NCI_TARGET', 'biospecimen repository sample id': 'TARGET-52-PAVVIT-01A-01R', 'body site': 'Primary Solid Tumor', 'gap_accession': 'phs000470', 'gap_consent_code': '1', 'gap_consent_short_name': 'PCR', 'gap_parent_phs': 'phs000218', 'gap_sample_id': '1425012', 'gap_subject_id': '1092234', 'histological type': 'Kidney Tumors', 'is tumor': 'Yes', 'molecular data type': 'Targeted Exome (NGS)', 'sex': 'male', 'study design': 'Tumor vs. Matched-Normal', 'study name': 'TARGET', 'submitted sample id': 'TARGET-52-PAVVIT-01A-01R', 'submitted subject id': 'TARGET-52-PAVVIT', 'submitter handle': 'NCI_TARGET'}",tissue,"['UBERON:0002113', 'UBERON:0003101', 'DOID:14566', 'EFO:0000616', 'EFO:0000408']"
790,"{'cell line': 'TOV21G', 'source_name': 'Human Ovarian Cancer Cell Line', 'treatment': 'Control siRNA transfection for 48 h'}",cell_line,"['EFO:0000228', 'UBERON:0000992', 'CVCL:3613', 'EFO:0000311', 'DOID:299', 'EFO:0000727', 'EFO:0003893', 'DOID:2394', 'EFO:0000726', 'DOID:4', 'UBERON:0003100', 'EFO:0000408', 'EFO:0000348', 'DOID:162', 'EFO:0002394', 'EFO:0000973', 'DOID:14566', 'EFO:0000616', 'CL:0000010', 'EFO:0000322']"
791,"{'analyte type': 'RNA', 'biospecimen repository': 'NCI_AntisenseGeneExpression_Cancers', 'biospecimen repository sample id': 'MCTP_SAMPLE_149', 'body site': 'lung', 'gap_accession': 'phs000937', 'gap_sample_id': '1842837', 'gap_subject_id': '1393926', 'histological type': 'lung_carcinoma', 'is tumor': 'Yes', 'molecular data type': 'RNA Seq (NGS)', 'study design': 'Prospective Longitudinal Cohort', 'study name': 'The Landscape of Antisense Gene Expression in Human Cancers', 'submitted sample id': 'MCTP_SAMPLE_149', 'submitted subject id': '149', 'submitter handle': 'NCI_AntisenseGeneExpression_Cancers'}",tissue,"['EFO:0000684', 'EFO:0006858', 'UBERON:0000170', 'EFO:0000616', 'EFO:0000311', 'EFO:0000313', 'EFO:0003818', 'EFO:0001071', 'DOID:305', 'UBERON:0002048', 'DOID:3905', 'DOID:14566', 'EFO:0000408']"
792,"{'biomaterial_provider': 'https', 'cell type': 'forebrain neural progenitor cells (NPCs)', 'diagnosis': 'Schizophrenia (SZ)', 'gender': 'female', 'patient id': 'SZ3', 'repository source fibroblast id': 'GM01835', 'source_name': 'SZ_hiPSC forebrain NPCs', 'transduced with': 'RV-miR-9'}",in_vitro_differentiated_cells,"['UBERON:0003100', 'CL:0000057', 'EFO:0000692', 'EFO:1001457', 'EFO:0004905', 'EFO:0000677', 'CL:0000047', 'CL:0002248', 'UBERON:0001890', 'CL:0000034', 'EFO:0000408', 'DOID:5419', 'CL:0000723', 'CL:0002371']"
793,"{'cell type': 'keratinocyte', 'culture protocols': 'Human keratinocyte was cultured with DermaLife K serum-free human keratinocyte medium (Lifeline Cell Technology, LL-0007) per manufacturerÂ¡Ã…â„¢s instruction.', 'harvest time': '80% confluence', 'lentiviral transgenes': 'no', 'passage number': 'passage 4', 'source_name': 'human keratinocyte from donor'}",cell_line,"['UBERON:0001977', 'UBERON:0034674', 'CL:0000010', 'CL:0000312', 'CL:0000066', 'CL:0000362']"
794,{'source_name': 'SKBR3'},cell_line,[]
795,"{'analyte type': 'RNA', 'biospecimen repository': 'OD_HeLaCells', 'biospecimen repository sample id': 'SRS1046069', 'body site': 'cervix', 'gap_accession': 'phs001029', 'gap_consent_code': '1', 'gap_consent_short_name': 'HMB', 'gap_parent_phs': 'phs000640', 'gap_sample_id': '1838859', 'gap_subject_id': '791085', 'histological type': 'Cervix_carcinoma', 'is tumor': 'Yes', 'molecular data type': 'RNA Seq (NGS)', 'sex': 'female', 'study design': 'Case Set', 'study name': 'Full-Length Single-Cell RNA-seq Applied to HeLa S3 Cells', 'submitted sample id': 'SRS1046069', 'submitted subject id': 'HeLa_1', 'submitter handle': 'OD_HeLaCells'}",cell_line,"['UBERON:0003100', 'EFO:0000616', 'EFO:0000311', 'EFO:0001061', 'EFO:0000408', 'DOID:2893', 'UBERON:0000002', 'DOID:14566']"
796,"{'cell type': 'T47D', 'source_name': 'T47D breast cancer cells', 'treatment': 'AKT inhibitor MK2206'}",cell_line,"['UBERON:0000175', 'UBERON:0003100', 'DOID:14566', 'EFO:0000616', 'DOID:162', 'EFO:0000727', 'EFO:0000311', 'DOID:1612', 'DOID:4', 'UBERON:0007023', 'EFO:0000408', 'UBERON:0001911', 'EFO:0000430', 'EFO:0001272', 'CVCL:0553', 'CL:0000010', 'EFO:0001247']"
797,"{'cell type': 'HEK Gibco', 'source_name': 'HEK'}",cell_line,"['CL:0000010', 'CVCL:M624']"
798,"{'assayed molecule': 'mRNA', 'cell line id': '20', 'cell type': 'Embryonic stem cell-derived neurons', 'genotype/variation': 'TSC2-/-', 'source_name': 'TSC2-/- cells (number 20) treated with Rapamycin, total RNA', 'treatment': 'Rapamycin'}",in_vitro_differentiated_cells,"['EFO:0000322', 'EFO:0000727', 'CL:0000034', 'CL:0002322', 'CL:0000540', 'CL:0000010']"
799,"{'cell line': 'foreskin HDF', 'passage': 'p2', 'source_name': 'Foreskin-derived fibroblasts'}",cell_line,"['EFO:0000322', 'UBERON:0001332', 'CL:0000057', 'CL:0000010']"
800,"{'BioSampleModel': 'Human', 'age': '53', 'alias': 'HTERT-HME1', 'biomaterial_provider': 'ATCC', 'cell_line': 'NCI-PBCF-CRL4010', 'cell_type': 'EPITHELIAL-LIKE', 'culture_collection': 'ATCC', 'disease': 'NORMAL', 'isolate': 'ATCC', 'karyotype': 'This is a pseudo-diploid cell line of female origin with a modal chromosome count of 46 and a low-to-moderate rate of polyploidy. However, even though the line generally has 46 chromosomes per cell, several of those 46 were derivative or marker chromosomes. There were two copies of a karyotypically normal X-chromosome present in 50-60% of the cells. Other features included a normal variation in the heterochromatic region of chromosome 1 (1qh+), a consistent derivative-10 marker chromosome (present in most cells) and 2 other markers', 'sample_type': 'cell culture', 'sex': 'female', 'tissue': 'BREAST'}",cell_line,"['UBERON:0003100', 'EFO:0000322', 'UBERON:0000310', 'DOID:4', 'EFO:0000408', 'CL:0000066', 'CL:0000010', 'CL:0000415']"
801,"{'cell type': 'pDCs', 'donor': '1', 'gender': 'female', 'source_name': 'plasmacytoid dendritic cells', 'stimulus': 'UT', 'tissue': 'blood'}",primary_cells,"['CL:0000738', 'CL:0000784', 'UBERON:0000178', 'UBERON:0003100', 'CL:0000451', 'CL:0000988']"
802,"{'cell line': 'PrEC', 'source_name': 'normal prostate epithelial cells PrEC', 'tissue': 'prostate'}",cell_line,"['CVCL:0061', 'CL:0002231', 'EFO:0000322', 'UBERON:0002367', 'CL:0000066', 'CL:0000010']"
803,"{'patient cohort': 'Control', 'source_name': 'Colon', 'tissue': 'Control right colon'}",tissue,"['UBERON:0008972', 'UBERON:0001155']"
804,"{'BioSampleModel': 'Human', 'age': '40 years', 'biomaterial_provider': 'Agilent Technologies', 'isolate': 'Lot no.', 'sex': 'female', 'tissue': 'Lung'}",tissue,"['UBERON:0003100', 'EFO:0001272', 'UBERON:0007023', 'UBERON:0002048', 'UBERON:0000170']"
805,"{'cell line': 'HEK293T-Rex', 'source_name': 'HEK293T-Rex DMSO (Vh)', 'tissue': 'kidney', 'treatment': 'DMSO'}",cell_line,"['CVCL:0063', 'EFO:0000727', 'CVCL:6D58', 'UBERON:0007220', 'CVCL:B501', 'EFO:0001184', 'UBERON:0002113', 'UBERON:0002120', 'EFO:0001082', 'EFO:0000322', 'CL:0000010', 'UBERON:0000323']"
806,"{'anatomical location': 'R neck, SC', 'anti-pd-1 response': 'Progressive Disease', 'biopsy time': 'pre-treatment', 'braf': 'V600E', 'disease status': 'M1c', 'gender': 'female', 'nf1': 'R2349C', 'patient id': 'Pt14', 'previous mapki': 'N', 'source_name': 'tumor biopsy_Progressive Disease', 'study site': 'UCLA', 'tissue': 'Melanoma biopsies', 'treatment': 'Pembrolizumab', 'vital status': 'Alive'}",tissue,"['DOID:1909', 'UBERON:0003100', 'EFO:0000727', 'EFO:0000616', 'UBERON:0000974', 'EFO:0000311', 'DOID:4', 'EFO:0000756', 'EFO:0000408', 'DOID:14566']"
807,"{'cell line': 'Parkin-expressing MRC5 fibroblasts', 'cell state': 'Proliferating', 'source_name': 'Prolif'}",cell_line,"['EFO:0003156', 'UBERON:0003101', 'CL:0000057', 'EFO:0000322', 'DOID:4', 'EFO:0002835', 'UBERON:0002048', 'CVCL:0440', 'CL:0000010', 'EFO:0000408']"
808,"{'cell type': 'CD8+ T cells', 'source_name': 'blood', 'subpopulation': 'CD62L+CX3CR1+'}",primary_cells,"['CL:0000738', 'UBERON:0000178', 'CL:0000084', 'CL:0000625', 'CL:0000542', 'CL:0000988']"
809,"{'cell line': 'IMR-32', 'cell type': 'neuroblastoma cells', 'degenerate linker': '25nt', 'source_name': 'HITS-CLIP_IMR-32_UV2', 'treatment': 'UV stressed'}",cell_line,"['EFO:0000621', 'CVCL:0346', 'UBERON:0003101', 'EFO:0003156', 'EFO:0001195', 'DOID:769', 'EFO:0000727', 'EFO:0000311', 'EFO:0007392', 'DOID:4', 'CL:0000031', 'UBERON:0000955', 'EFO:0000408', 'DOID:14566', 'EFO:0000616', 'CL:0000010', 'EFO:0000322']"
